series_id,bucket_15m,records,energy_wh,cfp_g
site_ad3433ffac,2025-11-20T03:30:00+00:00,27.0,848.452099826389,30.544275593750005
site_ad3433ffac,2025-11-20T04:15:00+00:00,1.0,16.692890625,0.6009440625000001
site_ad3433ffac,2025-11-20T04:30:00+00:00,1.0,8.83431423611111,0.31803531249999994
site_ad3433ffac,2025-11-20T05:00:00+00:00,2.0,19.472322916666666,0.701003625
site_ad3433ffac,2025-11-20T05:45:00+00:00,1.0,4.2800234375,0.15408084375
site_ad3433ffac,2025-11-20T06:00:00+00:00,6.0,37.48676215277778,1.3495234375
site_ad3433ffac,2025-11-20T06:15:00+00:00,2.0,18.83401736111111,0.6780246249999999
site_ad3433ffac,2025-11-20T06:30:00+00:00,9.0,106.57724652777776,3.8367808749999996
site_ad3433ffac,2025-11-20T06:45:00+00:00,40.0,245.13483940972225,8.824854218750001
site_ad3433ffac,2025-11-20T07:00:00+00:00,44.0,102.72811458333334,3.6982121249999995
site_ad3433ffac,2025-11-20T07:15:00+00:00,69.0,315.59374131944446,11.3613746875
site_ad3433ffac,2025-11-20T07:30:00+00:00,10.0,79.65738975694444,2.8676660312499997
site_ad3433ffac,2025-11-20T07:45:00+00:00,10.0,64.35428559027777,2.3167542812499997
site_ad3433ffac,2025-11-20T08:00:00+00:00,27.0,96.55464583333334,3.4759672499999996
site_ad3433ffac,2025-11-20T08:15:00+00:00,90.0,302.2213368055556,10.879968125000001
site_ad3433ffac,2025-11-20T08:30:00+00:00,142.0,703.3187352430556,25.319474468750002
site_ad3433ffac,2025-11-20T08:45:00+00:00,139.0,217.4390963541667,7.827807468750001
site_ad3433ffac,2025-11-20T09:00:00+00:00,446.0,514.6265460069443,18.526555656249993
site_ad3433ffac,2025-11-20T09:15:00+00:00,449.0,391.1607456597221,14.081786843750004
site_ad3433ffac,2025-11-20T09:30:00+00:00,442.0,645.0180512152774,23.220649843750003
site_ad3433ffac,2025-11-20T09:45:00+00:00,320.0,375.67885677083325,13.524438843750001
site_ad3433ffac,2025-11-20T10:00:00+00:00,315.0,390.3195772569444,14.05150478125
site_ad3433ffac,2025-11-20T10:15:00+00:00,161.0,263.347265625,9.480501562500004
site_ad3433ffac,2025-11-20T10:30:00+00:00,256.0,526.3874019097223,18.949946468750003
site_ad3433ffac,2025-11-20T10:45:00+00:00,248.0,393.2765512152778,14.157955843749995
site_ad3433ffac,2025-11-20T11:00:00+00:00,225.0,329.0148828125,11.84453578125
site_ad3433ffac,2025-11-20T11:15:00+00:00,316.0,472.84518142361117,17.022426531249998
site_ad3433ffac,2025-11-20T11:30:00+00:00,269.0,483.63332638888915,17.41079975
site_ad3433ffac,2025-11-20T11:45:00+00:00,152.0,171.48735937499998,6.173544937499999
site_ad3433ffac,2025-11-20T12:00:00+00:00,215.0,558.0534253472223,20.089923312500005
site_ad3433ffac,2025-11-20T12:15:00+00:00,211.0,272.1130295138889,9.796069062499999
site_ad3433ffac,2025-11-20T12:30:00+00:00,300.0,601.2863098958335,21.64630715625
site_ad3433ffac,2025-11-20T12:45:00+00:00,302.0,509.21265538194444,18.331655593749996
site_ad3433ffac,2025-11-20T13:00:00+00:00,193.0,299.6821111111111,10.788556
site_ad3433ffac,2025-11-20T13:15:00+00:00,282.0,385.07132204861114,13.862567593750002
site_ad3433ffac,2025-11-20T13:30:00+00:00,447.0,477.54180902777796,17.191505124999996
site_ad3433ffac,2025-11-20T13:45:00+00:00,237.0,155.58909635416666,5.601207468750001
site_ad3433ffac,2025-11-20T14:00:00+00:00,250.0,227.59193055555556,8.1933095
site_ad3433ffac,2025-11-20T14:15:00+00:00,158.0,158.6187456597222,5.71027484375
site_ad3433ffac,2025-11-20T14:30:00+00:00,346.0,565.8991840277779,20.372370625
site_ad3433ffac,2025-11-20T14:45:00+00:00,244.0,424.5992465277778,15.285572875
site_ad3433ffac,2025-11-20T15:00:00+00:00,177.0,177.32488020833335,6.3836956874999995
site_ad3433ffac,2025-11-20T15:15:00+00:00,231.0,170.98450868055554,6.1554423125
site_ad3433ffac,2025-11-20T15:30:00+00:00,111.0,157.03620312500004,5.6533033125
site_ad3433ffac,2025-11-20T15:45:00+00:00,117.0,438.66463628472223,15.791926906249998
site_ad3433ffac,2025-11-20T16:00:00+00:00,352.0,962.4734166666667,34.64904300000001
site_ad3433ffac,2025-11-20T16:15:00+00:00,250.0,1632.864171875,58.783110187500014
site_ad3433ffac,2025-11-20T16:30:00+00:00,63.0,37.23886979166667,1.3405993125
site_ad3433ffac,2025-11-20T16:45:00+00:00,116.0,145.21280208333334,5.227660875000001
site_ad3433ffac,2025-11-20T17:00:00+00:00,290.0,214.7173489583334,7.729824562499999
site_ad3433ffac,2025-11-20T17:15:00+00:00,527.0,416.57907204861107,14.996846593750007
site_ad3433ffac,2025-11-20T17:30:00+00:00,476.0,288.2734175347223,10.377843031249999
site_ad3433ffac,2025-11-20T17:45:00+00:00,228.0,217.585125,7.833064500000001
site_ad3433ffac,2025-11-20T18:00:00+00:00,160.0,111.19179427083336,4.00290459375
site_ad3433ffac,2025-11-20T18:15:00+00:00,256.0,263.28041666666667,9.478095
site_ad3433ffac,2025-11-20T18:30:00+00:00,190.0,213.8309861111112,7.697915499999999
site_ad3433ffac,2025-11-20T18:45:00+00:00,308.0,564.5795460069445,20.324863656249995
site_ad3433ffac,2025-11-20T19:00:00+00:00,336.0,321.2540711805556,11.565146562499997
site_ad3433ffac,2025-11-20T19:15:00+00:00,89.0,340.27313802083336,12.249832968749999
site_ad3433ffac,2025-11-20T19:30:00+00:00,197.0,252.79929687500007,9.100774687500001
site_ad3433ffac,2025-11-20T19:45:00+00:00,44.0,93.81779427083333,3.3774405937500003
site_ad3433ffac,2025-11-20T20:00:00+00:00,40.0,94.30570052083334,3.3950052187500006
site_ad3433ffac,2025-11-20T20:15:00+00:00,45.0,50.57962847222222,1.820866625
site_ad3433ffac,2025-11-20T20:30:00+00:00,45.0,46.8013498263889,1.68484859375
site_ad3433ffac,2025-11-20T20:45:00+00:00,115.0,309.24161631944446,11.1326981875
site_ad3433ffac,2025-11-20T21:00:00+00:00,35.0,56.544794270833336,2.0356125937500003
site_ad3433ffac,2025-11-20T21:15:00+00:00,141.0,214.07959375000002,7.706865375
site_ad3433ffac,2025-11-20T21:30:00+00:00,109.0,98.99888975694446,3.5639600312499997
site_ad3433ffac,2025-11-20T21:45:00+00:00,225.0,158.50739322916667,5.70626615625
site_ad3433ffac,2025-11-20T22:00:00+00:00,288.0,379.06109895833333,13.646199562500005
site_ad3433ffac,2025-11-20T22:15:00+00:00,87.0,126.28620225694445,4.54630328125
site_ad3433ffac,2025-11-20T22:30:00+00:00,160.0,128.69911979166667,4.6331683125000005
site_ad3433ffac,2025-11-20T22:45:00+00:00,179.0,592.3617751736114,21.32502390625
site_ad3433ffac,2025-11-20T23:00:00+00:00,24.0,118.20061892361112,4.25522228125
site_ad3433ffac,2025-11-20T23:15:00+00:00,24.0,55.96694878472222,2.01481015625
site_ad3433ffac,2025-11-20T23:30:00+00:00,23.0,34.48025,1.241289
site_ad3433ffac,2025-11-20T23:45:00+00:00,19.0,57.954147569444444,2.0863493125000003
site_ad3433ffac,2025-11-21T00:00:00+00:00,70.0,102.78898437499998,3.7004034375000003
site_ad3433ffac,2025-11-21T00:15:00+00:00,24.0,64.78875347222223,2.3323951249999997
site_ad3433ffac,2025-11-21T00:30:00+00:00,4.0,23.73571701388889,0.8544858125000001
site_ad3433ffac,2025-11-21T00:45:00+00:00,5.0,1.6278897569444444,0.05860403125000001
site_ad3433ffac,2025-11-21T01:00:00+00:00,15.0,9.523770833333334,0.34285575
site_ad3433ffac,2025-11-21T01:15:00+00:00,98.0,224.8207230902778,8.09354603125
site_ad3433ffac,2025-11-21T01:30:00+00:00,73.0,99.24646961805556,3.5728729062499993
site_ad3433ffac,2025-11-21T01:45:00+00:00,236.0,580.5019227430555,20.898069218750003
site_ad3433ffac,2025-11-21T02:00:00+00:00,113.0,235.93620225694443,8.49370328125
site_ad3433ffac,2025-11-21T02:15:00+00:00,82.0,133.30945399305557,4.79914034375
site_ad3433ffac,2025-11-21T02:30:00+00:00,142.0,208.33982118055553,7.5002335625
site_ad3433ffac,2025-11-21T02:45:00+00:00,292.0,262.1805564236111,9.438500031250001
site_ad3433ffac,2025-11-21T03:00:00+00:00,81.0,132.32004166666667,4.7635214999999995
site_ad3433ffac,2025-11-21T03:15:00+00:00,174.0,83.40848350694446,3.0027054062500005
site_ad3433ffac,2025-11-21T03:30:00+00:00,91.0,26.47410590277778,0.9530678125000001
site_ad3433ffac,2025-11-21T03:45:00+00:00,47.0,32.07019010416667,1.1545268437499998
site_ad3433ffac,2025-11-21T04:00:00+00:00,136.0,89.29926996527777,3.2147737187499996
site_ad3433ffac,2025-11-21T04:15:00+00:00,80.0,60.487893229166666,2.17756415625
site_ad3433ffac,2025-11-21T04:30:00+00:00,50.0,98.21631163194445,3.535787218750001
site_ad3433ffac,2025-11-21T04:45:00+00:00,42.0,23.527378472222225,0.8469856250000001
site_ad3433ffac,2025-11-21T05:00:00+00:00,78.0,67.68786111111112,2.436763
site_ad3433ffac,2025-11-21T05:15:00+00:00,120.0,252.93356770833333,9.1056084375
site_ad3433ffac,2025-11-21T05:30:00+00:00,166.0,609.0221935763889,21.924798968750004
site_ad3433ffac,2025-11-21T05:45:00+00:00,162.0,329.46539062499994,11.8607540625
site_ad3433ffac,2025-11-21T06:00:00+00:00,94.0,119.0133046875,4.28447896875
site_ad3433ffac,2025-11-21T06:15:00+00:00,138.0,180.99685763888888,6.5158868750000005
site_ad3433ffac,2025-11-21T06:30:00+00:00,98.0,48.01241579861111,1.72844696875
site_ad3433ffac,2025-11-21T06:45:00+00:00,55.0,32.19488888888889,1.159016
site_ad3433ffac,2025-11-21T07:00:00+00:00,52.0,28.916772569444447,1.0410038124999998
site_ad3433ffac,2025-11-21T07:15:00+00:00,279.0,248.2869236111111,8.93832925
site_ad3433ffac,2025-11-21T07:30:00+00:00,576.0,262.42583333333334,9.44733
site_ad3433ffac,2025-11-21T07:45:00+00:00,532.0,322.2670720486111,11.601614593750005
site_ad3433ffac,2025-11-21T08:00:00+00:00,347.0,167.64845486111113,6.035344374999999
site_ad3433ffac,2025-11-21T08:15:00+00:00,149.0,100.84833420138891,3.63054003125
site_ad3433ffac,2025-11-21T08:30:00+00:00,56.0,81.28869010416666,2.92639284375
site_ad3433ffac,2025-11-21T08:45:00+00:00,162.0,111.0538515625,3.9979386562499997
site_ad3433ffac,2025-11-21T09:00:00+00:00,156.0,131.5815842013889,4.73693703125
site_ad3433ffac,2025-11-21T09:15:00+00:00,161.0,102.28405555555558,3.682226
site_ad3433ffac,2025-11-21T09:30:00+00:00,148.0,128.88373784722222,4.6398145625
site_ad3433ffac,2025-11-21T09:45:00+00:00,167.0,275.06696006944446,9.9024105625
site_ad3433ffac,2025-11-21T10:00:00+00:00,182.0,215.85756423611113,7.7708723125
site_ad3433ffac,2025-11-21T10:15:00+00:00,145.0,143.28309895833334,5.158191562499999
site_ad3433ffac,2025-11-21T10:30:00+00:00,428.0,256.2405685763889,9.224660468749995
site_ad3433ffac,2025-11-21T10:45:00+00:00,253.0,171.940296875,6.1898506875
site_ad3433ffac,2025-11-21T11:00:00+00:00,127.0,97.4272421875,3.5073807187500003
site_ad3433ffac,2025-11-21T11:15:00+00:00,59.0,73.48787239583334,2.64556340625
site_ad3433ffac,2025-11-21T11:30:00+00:00,39.0,12.595030381944447,0.45342109375
site_ad3433ffac,2025-11-21T11:45:00+00:00,65.0,58.12548090277778,2.0925173125
site_ad3433ffac,2025-11-21T12:00:00+00:00,80.0,167.7094019097222,6.037538468750002
site_ad3433ffac,2025-11-21T12:15:00+00:00,117.0,172.83180468749998,6.22194496875
site_ad3433ffac,2025-11-21T12:30:00+00:00,134.0,335.3773628472222,12.073585062499998
site_ad3433ffac,2025-11-21T12:45:00+00:00,336.0,2151.431808159722,77.45154509375001
site_ad3433ffac,2025-11-21T13:00:00+00:00,99.0,349.5271536458333,12.582977531249998
site_ad3433ffac,2025-11-21T13:15:00+00:00,182.0,521.753704861111,18.783133375
site_ad3433ffac,2025-11-21T13:30:00+00:00,92.0,262.4678828125,9.44884378125
site_ad3433ffac,2025-11-21T13:45:00+00:00,273.0,941.0259331597222,33.87693359375
site_ad3433ffac,2025-11-21T14:00:00+00:00,113.0,424.7403958333333,15.29065425
site_ad3433ffac,2025-11-21T14:15:00+00:00,167.0,548.3928923611111,19.742144125000003
site_ad3433ffac,2025-11-21T14:30:00+00:00,332.0,1257.1216519097222,45.256379468750005
site_ad3433ffac,2025-11-21T14:45:00+00:00,322.0,1159.882028645833,41.75575303125001
site_ad3433ffac,2025-11-21T15:00:00+00:00,412.0,1505.4398159722227,54.19583337500001
site_ad3433ffac,2025-11-21T15:15:00+00:00,259.0,1138.6804088541667,40.99249471875001
site_ad3433ffac,2025-11-21T15:30:00+00:00,180.0,713.7208237847221,25.69394965625
site_ad3433ffac,2025-11-21T15:45:00+00:00,157.0,584.8984487847222,21.05634415625
site_ad3433ffac,2025-11-21T16:00:00+00:00,253.0,855.883896701389,30.81182028125
site_ad3433ffac,2025-11-21T16:15:00+00:00,328.0,1093.5754201388886,39.368715125
site_ad3433ffac,2025-11-21T16:30:00+00:00,385.0,1164.8941432291667,41.936189156250016
site_ad3433ffac,2025-11-21T16:45:00+00:00,456.0,1509.0666796875003,54.32640046875001
site_ad3433ffac,2025-11-21T17:00:00+00:00,387.0,1058.941247395833,38.12188490625001
site_ad3433ffac,2025-11-21T17:15:00+00:00,395.0,1055.4600946180556,37.996563406250004
site_ad3433ffac,2025-11-21T17:30:00+00:00,224.0,928.3255078124998,33.419718281250006
site_ad3433ffac,2025-11-21T17:45:00+00:00,322.0,1177.1550173611108,42.37758062500001
site_ad3433ffac,2025-11-21T18:00:00+00:00,192.0,602.655923611111,21.69561325
site_ad3433ffac,2025-11-21T18:15:00+00:00,181.0,410.79430729166666,14.788595062499995
site_ad3433ffac,2025-11-21T18:30:00+00:00,170.0,490.22836979166664,17.648221312500002
site_ad3433ffac,2025-11-21T18:45:00+00:00,324.0,839.3190364583334,30.2154853125
site_ad3433ffac,2025-11-21T19:00:00+00:00,326.0,799.4595338541666,28.780543218749997
site_ad3433ffac,2025-11-21T19:15:00+00:00,319.0,790.3102942708333,28.451170593749993
site_ad3433ffac,2025-11-21T19:30:00+00:00,270.0,949.6485407986112,34.187347468750005
site_ad3433ffac,2025-11-21T19:45:00+00:00,234.0,1022.107677951389,36.795876406249995
site_ad3433ffac,2025-11-21T20:00:00+00:00,318.0,1010.0357543402779,36.36128715624999
site_ad3433ffac,2025-11-21T20:15:00+00:00,243.0,873.2765312500003,31.43795512500001
site_ad3433ffac,2025-11-21T20:30:00+00:00,205.0,780.5145850694446,28.098525062499995
site_ad3433ffac,2025-11-21T20:45:00+00:00,235.0,846.0871388888886,30.459137
site_ad3433ffac,2025-11-21T21:00:00+00:00,279.0,1094.5314583333334,39.403132500000005
site_ad3433ffac,2025-11-21T21:15:00+00:00,152.0,619.1304010416669,22.2886944375
site_ad3433ffac,2025-11-21T21:30:00+00:00,123.0,447.48628298611123,16.109506187500003
site_ad3433ffac,2025-11-21T21:45:00+00:00,157.0,465.5522812499999,16.759882124999997
site_ad3433ffac,2025-11-21T22:00:00+00:00,120.0,747.1162369791666,26.896184531249997
site_ad3433ffac,2025-11-21T22:15:00+00:00,146.0,523.2363888888888,18.836509999999997
site_ad3433ffac,2025-11-21T22:30:00+00:00,142.0,414.4453376736111,14.920032156250002
site_ad3433ffac,2025-11-21T22:45:00+00:00,176.0,715.0029071180556,25.740104656249997
site_ad3433ffac,2025-11-21T23:00:00+00:00,292.0,610.0478151041667,21.961721343749993
site_ad3433ffac,2025-11-21T23:15:00+00:00,264.0,414.922703125,14.9372173125
site_ad3433ffac,2025-11-21T23:30:00+00:00,152.0,803.0354010416668,28.909274437500002
site_ad3433ffac,2025-11-21T23:45:00+00:00,185.0,562.3914279513889,20.24609140625
site_ad3433ffac,2025-11-22T00:00:00+00:00,211.0,676.5544539930555,24.35596034375
site_ad3433ffac,2025-11-22T00:15:00+00:00,63.0,129.75938368055557,4.6713378125
site_ad3433ffac,2025-11-22T00:30:00+00:00,291.0,410.4999756944445,14.777999125000001
site_ad3433ffac,2025-11-22T00:45:00+00:00,177.0,66.7097751736111,2.40155190625
site_ad3433ffac,2025-11-22T01:00:00+00:00,117.0,145.9828828125,5.25538378125
site_ad3433ffac,2025-11-22T01:15:00+00:00,301.0,194.0564939236111,6.986033781249999
site_ad3433ffac,2025-11-22T01:30:00+00:00,92.0,305.5676961805556,11.0004370625
site_ad3433ffac,2025-11-22T01:45:00+00:00,292.0,309.6568697916666,11.147647312499998
site_ad3433ffac,2025-11-22T02:00:00+00:00,227.0,235.77150607638887,8.487774218749998
site_ad3433ffac,2025-11-22T02:15:00+00:00,154.0,234.77293315972224,8.45182559375
site_ad3433ffac,2025-11-22T02:30:00+00:00,269.0,578.5344331597223,20.82723959375
site_ad3433ffac,2025-11-22T02:45:00+00:00,165.0,181.28491232638888,6.526256843749998
site_ad3433ffac,2025-11-22T03:00:00+00:00,154.0,742.4433298611111,26.727959875000003
site_ad3433ffac,2025-11-22T03:15:00+00:00,87.0,356.39610937500004,12.8302599375
site_ad3433ffac,2025-11-22T03:30:00+00:00,134.0,800.5797326388889,28.820870375000002
site_ad3433ffac,2025-11-22T03:45:00+00:00,211.0,517.926693576389,18.64536096875
site_ad3433ffac,2025-11-22T04:00:00+00:00,263.0,1492.2189548611111,53.719882375
site_ad3433ffac,2025-11-22T04:15:00+00:00,212.0,1231.7537682291666,44.34313565624999
site_ad3433ffac,2025-11-22T04:30:00+00:00,119.0,924.134876736111,33.2688555625
site_ad3433ffac,2025-11-22T04:45:00+00:00,229.0,1170.5602864583332,42.14017031250002
site_ad3433ffac,2025-11-22T05:00:00+00:00,272.0,1516.8168784722225,54.605407625
